temperature,Voltage,power_usage,battery_health,uptime,site_type,location_type,energy_efficiency
31.2,244.93,262.0,97.49,19,Rooftop,Rural,100.0
25.3,241.74,366.0,96.09,20,Ground,Urban,100.0
37.3,242.53,390.0,95.92,21,Rooftop,Rural,100.0
34.3,241.57,802.0,94.21,22,Rooftop,Urban,97.56
34.4,235.4,5700.0,60.99,23,Ground,Rural,33.6
29.2,242.02,250.0,98.77,24,Rooftop,Rural,100.0
27.5,233.99,2060.0,82.28,1,Ground,Urban,80.33
39.4,238.7,200.0,98.4,2,Rooftop,Urban,100.0
37.5,240.59,446.0,97.0,3,Rooftop,Urban,98.73
23.6,235.61,1246.0,89.99,4,Ground,Urban,100.0
34.9,242.3,1330.0,90.38,5,Rooftop,Urban,87.34
36.7,238.66,374.0,97.59,6,Rooftop,Urban,100.0
33.5,241.97,1448.0,91.93,7,Ground,Urban,90.93
32.3,242.37,700.0,94.83,8,Ground,Urban,98.35
34.4,238.16,1328.0,91.99,9,Ground,Urban,91.69
39.1,238.74,2792.0,83.13,10,Ground,Urban,73.03
31.4,243.97,298.0,97.97,11,Ground,Urban,100.0
32.7,244.45,1458.0,86.43,12,Ground,Urban,90.25
35.3,246.95,216.0,98.65,13,Ground,Urban,100.0
37.9,243.63,506.0,96.19,14,Rooftop,Rural,95.58
28.4,237.96,1270.0,89.68,15,Rooftop,Rural,98.24
45.1,239.58,352.0,96.39,16,Rooftop,Rural,100.0
29.6,244.08,316.0,98.24,17,Rooftop,Urban,100.0
35.6,242.0,1706.0,89.64,18,Ground,Urban,82.13
26.6,237.74,1452.0,86.56,19,Rooftop,Rural,89.62
29.6,237.3,298.0,96.65,20,Rooftop,Rural,100.0
44.8,242.82,688.0,94.04,21,Rooftop,Urban,90.65
31.8,242.65,1342.0,91.02,22,Rooftop,Rural,88.53
40.6,238.89,2288.0,85.38,23,Rooftop,Urban,80.73
34.2,240.89,1882.0,80.87,24,Ground,Rural,82.39
36.9,242.73,170.0,98.71,1,Ground,Urban,100.0
34.0,233.32,3526.0,70.42,2,Ground,Rural,64.21
38.0,241.4,894.0,93.06,3,Ground,Rural,93.5
33.6,243.16,248.0,98.12,4,Rooftop,Urban,98.32
33.2,243.89,354.0,97.81,5,Rooftop,Rural,100.0
34.3,239.65,1414.0,85.21,6,Rooftop,Rural,83.17
34.1,239.76,1886.0,85.08,7,Rooftop,Rural,86.19
35.1,241.74,332.0,96.38,8,Ground,Rural,100.0
29.1,241.17,960.0,91.49,9,Rooftop,Rural,100.0
43.4,238.42,1972.0,89.09,10,Rooftop,Urban,74.93
38.7,249.57,1866.0,87.78,11,Rooftop,Urban,80.11
34.2,236.49,316.0,97.14,12,Ground,Urban,100.0
35.5,243.84,130.0,98.81,13,Ground,Rural,100.0
36.9,233.37,120.0,98.87,14,Rooftop,Rural,100.0
32.9,238.62,2740.0,77.19,15,Ground,Rural,70.67
40.0,240.36,372.0,96.94,16,Rooftop,Urban,100.0
34.8,239.6,1368.0,90.78,17,Ground,Urban,91.33
32.1,243.08,280.0,98.25,18,Ground,Rural,100.0
34.9,241.01,1038.0,89.84,19,Rooftop,Rural,92.38
39.1,235.84,742.0,95.58,20,Rooftop,Rural,96.72
40.8,234.12,2162.0,82.06,21,Rooftop,Urban,72.82
35.4,240.64,304.0,97.28,22,Rooftop,Rural,100.0
25.3,231.89,2586.0,80.66,23,Rooftop,Rural,81.3
39.9,241.13,628.0,94.03,24,Rooftop,Urban,94.71
43.7,236.39,218.0,98.24,1,Rooftop,Urban,98.85
36.5,244.61,396.0,97.19,2,Rooftop,Urban,100.0
32.9,237.09,384.0,97.34,3,Rooftop,Urban,100.0
30.3,241.57,222.0,97.85,4,Rooftop,Urban,100.0
29.6,240.5,946.0,95.08,5,Ground,Urban,99.63
39.1,239.99,778.0,93.53,6,Rooftop,Urban,93.58
28.8,242.42,366.0,97.51,7,Rooftop,Rural,100.0
35.5,233.05,174.0,98.66,8,Rooftop,Rural,100.0
43.7,234.98,160.0,98.41,9,Rooftop,Rural,100.0
25.8,236.14,1254.0,92.58,10,Rooftop,Rural,97.57
35.3,241.61,398.0,95.74,11,Ground,Urban,100.0
39.1,235.29,2092.0,83.54,12,Ground,Urban,78.93
41.5,242.25,1526.0,87.11,13,Ground,Urban,80.23
36.3,237.39,3674.0,73.54,14,Ground,Urban,63.6
34.4,247.86,480.0,95.94,15,Ground,Urban,100.0
46.6,240.82,1750.0,88.28,16,Rooftop,Urban,76.99
25.5,241.07,1330.0,91.99,17,Rooftop,Urban,94.76
40.4,241.66,258.0,98.02,18,Rooftop,Urban,95.94
31.4,238.5,3700.0,62.31,19,Rooftop,Rural,54.51
32.0,241.83,1362.0,90.14,20,Ground,Rural,91.82
37.8,236.96,3868.0,69.27,21,Ground,Urban,52.59
33.7,241.83,524.0,95.39,22,Ground,Urban,97.55
33.0,245.34,478.0,94.99,23,Ground,Rural,100.0
33.0,242.31,264.0,97.9,24,Rooftop,Urban,100.0
37.9,246.54,1446.0,89.28,1,Ground,Rural,84.07
33.7,245.23,224.0,98.23,2,Rooftop,Urban,100.0
42.6,241.77,258.0,97.95,3,Rooftop,Rural,99.57
45.9,238.05,2013.9999999999998,83.87,4,Ground,Urban,69.18
36.7,243.99,1432.0,92.74,5,Ground,Urban,89.17
35.8,239.97,756.0,92.4,6,Ground,Rural,91.23
45.2,237.39,1540.0,87.44,7,Rooftop,Rural,82.43
41.5,242.16,386.0,97.3,8,Ground,Rural,96.97
30.7,242.14,426.0,95.78,9,Rooftop,Rural,97.94
24.9,240.5,3366.0,80.89,10,Rooftop,Rural,69.2
32.5,238.79,1416.0,89.22,11,Rooftop,Urban,93.63
32.9,241.26,156.0,98.63,12,Ground,Rural,100.0
32.9,238.74,1796.0,86.47,13,Ground,Rural,82.77
29.2,241.9,3046.0,72.71,14,Ground,Urban,65.92
37.0,242.75,1760.0,89.11,15,Rooftop,Urban,85.77
30.9,241.47,864.0,95.52,16,Rooftop,Rural,99.14
28.5,243.71,222.0,98.88,17,Rooftop,Rural,100.0
28.4,239.41,3822.0,61.73,18,Rooftop,Urban,56.69
40.2,240.42,280.0,96.92,19,Rooftop,Rural,99.01
35.2,243.49,454.0,97.0,20,Ground,Urban,100.0
41.7,239.33,1218.0,87.98,21,Ground,Rural,84.33
45.0,241.17,1242.0,84.25,22,Ground,Urban,79.07
35.2,242.37,730.0,93.69,23,Rooftop,Urban,94.13
39.7,241.23,278.0,97.51,24,Ground,Urban,100.0
37.0,240.24,1586.0,90.96,1,Ground,Urban,87.25
25.2,243.87,316.0,97.9,2,Ground,Urban,100.0
38.1,241.05,382.0,96.0,3,Rooftop,Urban,95.8
37.9,242.55,426.0,95.8,4,Ground,Urban,100.0
29.7,241.31,390.0,96.65,5,Rooftop,Rural,100.0
41.3,237.9,222.0,97.58,6,Ground,Rural,94.33
37.2,240.53,336.0,96.56,7,Ground,Urban,99.19
38.2,242.28,1188.0,87.73,8,Ground,Urban,85.73
30.1,238.66,1382.0,86.03,9,Ground,Urban,90.45
28.7,237.91,2706.0,84.71,10,Ground,Urban,80.9
33.9,239.45,3324.0,71.03,11,Rooftop,Urban,63.32
35.7,240.35,1310.0,88.73,12,Rooftop,Urban,88.48
38.9,238.11,1270.0,87.17,13,Rooftop,Urban,83.67
39.4,240.06,1268.0,87.88,14,Ground,Urban,87.13
27.9,241.52,1394.0,89.04,15,Ground,Urban,96.64
38.7,244.68,1376.0,89.7,16,Rooftop,Rural,85.52
26.9,241.35,304.0,97.59,17,Ground,Rural,100.0
31.7,240.38,1746.0,84.53,18,Ground,Urban,88.53
30.6,239.16,262.0,98.59,19,Ground,Rural,100.0
33.7,241.27,178.0,98.84,20,Rooftop,Urban,100.0
32.5,244.17,394.0,95.65,21,Rooftop,Rural,100.0
39.2,243.45,400.0,96.45,22,Rooftop,Urban,97.48
32.0,237.93,2204.0,86.8,23,Ground,Rural,80.7
38.4,238.82,284.0,97.62,24,Ground,Rural,100.0
31.4,236.45,1388.0,88.23,1,Rooftop,Rural,94.22
28.8,234.78,122.0,98.92,2,Rooftop,Urban,100.0
34.6,237.11,190.0,98.96,3,Ground,Rural,100.0
29.1,237.36,2304.0,88.36,4,Rooftop,Rural,83.98
36.6,242.43,238.0,97.58,5,Rooftop,Urban,100.0
36.2,249.79,318.0,97.38,6,Ground,Urban,100.0
21.7,244.14,304.0,97.01,7,Rooftop,Urban,100.0
32.4,238.41,168.0,98.94,8,Rooftop,Urban,100.0
37.8,242.81,324.0,96.61,9,Ground,Rural,100.0
32.9,243.69,210.0,98.15,10,Ground,Urban,100.0
24.1,239.37,372.0,97.75,11,Ground,Rural,100.0
31.1,243.88,274.0,97.35,12,Rooftop,Rural,100.0
38.3,241.08,176.0,98.67,13,Rooftop,Rural,100.0
50.6,239.67,1520.0,87.03,14,Ground,Urban,74.64
30.2,238.37,1840.0,90.57,15,Ground,Urban,91.71
35.3,241.64,1500.0,85.82,16,Rooftop,Rural,84.71
29.7,243.56,308.0,97.53,17,Rooftop,Urban,100.0
38.7,239.31,216.0,98.78,18,Rooftop,Urban,100.0
34.5,243.01,314.0,97.65,19,Ground,Rural,99.27
32.5,243.06,292.0,98.07,20,Rooftop,Rural,100.0
37.1,240.69,306.0,97.44,21,Ground,Rural,99.2
39.3,238.38,1920.0,83.05,22,Ground,Urban,79.0
43.8,244.87,250.0,97.47,23,Rooftop,Urban,100.0
38.1,235.92,3022.0,78.02,24,Rooftop,Urban,63.66
32.9,242.66,1394.0,89.82,1,Rooftop,Rural,93.17
37.3,242.16,2162.0,86.14,2,Ground,Urban,80.07
41.9,235.49,310.0,98.26,3,Rooftop,Rural,100.0
40.3,241.73,1494.0,89.94,4,Rooftop,Rural,84.22
26.2,245.21,478.0,94.78,5,Ground,Rural,100.0
36.9,240.56,340.0,97.62,6,Ground,Urban,100.0
38.6,236.88,2618.0,86.28,7,Rooftop,Urban,74.27
41.1,238.75,1516.0,86.42,8,Rooftop,Rural,76.71
44.4,239.68,3098.0,65.73,9,Ground,Urban,61.09
47.1,240.78,216.0,98.7,10,Ground,Rural,99.35
34.0,240.92,982.0,94.89,11,Rooftop,Urban,95.17
29.6,241.34,376.0,96.37,12,Ground,Urban,100.0
39.3,239.33,602.0,96.39,13,Ground,Rural,98.65
34.6,246.64,438.0,95.97,14,Ground,Urban,100.0
31.4,244.95,378.0,97.78,15,Ground,Rural,100.0
29.7,248.12,438.0,96.37,16,Ground,Urban,100.0
34.8,240.43,306.0,98.0,17,Rooftop,Urban,100.0
33.1,240.21,358.0,96.01,18,Ground,Urban,100.0
37.5,244.04,394.0,97.2,19,Ground,Rural,97.88
36.9,239.5,3558.0,74.32,20,Rooftop,Rural,60.37
30.3,241.02,266.0,98.45,21,Rooftop,Urban,100.0
32.7,244.18,246.0,98.02,22,Rooftop,Urban,100.0
36.5,247.68,686.0,94.87,23,Ground,Rural,94.08
42.2,241.59,1212.0,90.59,24,Ground,Rural,86.06
34.1,241.42,138.0,98.91,1,Rooftop,Rural,100.0
41.8,244.44,2070.0,84.96,2,Rooftop,Urban,74.48
31.1,240.57,520.0,96.92,3,Ground,Rural,99.34
28.5,238.75,3288.0,80.66,4,Rooftop,Urban,67.02
35.2,242.34,1504.0,89.15,5,Ground,Urban,87.66
35.0,239.24,300.0,98.05,6,Ground,Rural,100.0
35.2,242.47,428.0,96.31,7,Rooftop,Rural,100.0
38.2,242.9,284.0,97.92,8,Ground,Rural,98.99
33.8,239.05,930.0,91.64,9,Rooftop,Urban,99.71
36.4,237.5,1338.0,88.75,10,Ground,Urban,91.86
34.4,237.93,1268.0,93.66,11,Rooftop,Rural,93.4
48.4,242.38,1286.0,88.02,12,Ground,Rural,77.55
30.3,234.87,2606.0,74.86,13,Ground,Urban,71.23
31.3,242.35,498.0,95.36,14,Ground,Urban,100.0
37.1,239.29,954.0,89.02,15,Ground,Rural,94.83
31.5,246.41,342.0,98.0,16,Rooftop,Rural,100.0
36.5,238.22,1242.0,86.62,17,Ground,Urban,91.18
42.9,243.11,1620.0,85.15,18,Ground,Urban,82.18
42.6,239.89,2494.0,77.03,19,Ground,Urban,77.55
30.1,239.49,296.0,97.23,20,Ground,Urban,100.0
35.0,237.32,1858.0,90.62,21,Rooftop,Rural,88.47
32.3,239.67,1206.0,90.12,22,Rooftop,Urban,94.0
41.1,237.93,174.0,98.72,23,Rooftop,Urban,95.74
38.0,235.83,708.0,95.31,24,Rooftop,Urban,93.56
36.1,247.71,346.0,96.56,1,Rooftop,Rural,100.0
35.1,244.01,324.0,96.6,2,Rooftop,Urban,100.0
36.3,239.39,1170.0,90.03,3,Ground,Urban,89.01
33.5,247.68,322.0,97.43,4,Rooftop,Rural,100.0
32.1,237.26,2700.0,77.71,5,Ground,Rural,71.07
32.5,240.34,1960.0,83.18,6,Ground,Urban,77.54
42.7,244.55,480.0,95.32,7,Ground,Urban,92.84
37.3,242.53,284.0,98.28,8,Ground,Rural,100.0
37.0,240.27,1570.0,88.68,9,Rooftop,Rural,85.26
37.4,243.68,290.0,96.61,10,Ground,Urban,100.0
33.9,239.66,3390.0,80.4,11,Rooftop,Urban,67.16
37.5,236.28,2504.0,74.33,12,Ground,Urban,65.49
31.7,242.24,140.0,98.65,13,Ground,Urban,100.0
31.6,241.07,1990.0,85.78,14,Ground,Rural,83.1
34.3,238.93,1974.0,87.43,15,Rooftop,Rural,75.46
39.2,230.85,3076.0,81.93,16,Ground,Urban,68.02
40.9,243.86,308.0,97.9,17,Ground,Urban,96.31
31.9,246.3,290.0,98.16,18,Ground,Rural,100.0
43.4,241.12,884.0,93.94,19,Ground,Rural,92.7
34.8,228.01,6838.0,30.0,20,Rooftop,Rural,20.0
31.0,238.99,2608.0,85.74,21,Rooftop,Rural,79.51
29.8,243.01,374.0,96.67,22,Rooftop,Urban,100.0
36.1,243.38,6176.0,39.07,23,Ground,Urban,20.0
40.5,238.74,290.0,96.75,24,Ground,Rural,94.56
40.6,237.04,316.0,96.83,1,Rooftop,Urban,100.0
38.3,238.15,450.0,97.52,2,Ground,Urban,100.0
28.8,241.05,210.0,98.29,3,Rooftop,Urban,100.0
39.0,240.93,316.0,96.58,4,Ground,Urban,96.08
25.7,243.45,1396.0,89.87,5,Ground,Urban,100.0
34.7,240.89,252.0,98.55,6,Ground,Urban,99.57
39.2,242.69,1458.0,91.63,7,Ground,Urban,84.78
39.6,246.06,412.0,96.12,8,Rooftop,Urban,95.95
42.4,241.59,1640.0,84.68,9,Rooftop,Urban,78.8
26.7,235.01,7044.0,51.59,10,Ground,Rural,27.89
42.1,239.14,286.0,97.07,11,Ground,Rural,99.54
38.8,246.8,342.0,98.2,12,Rooftop,Rural,100.0
29.2,237.89,3144.0,67.84,13,Rooftop,Rural,71.51
39.1,233.09,360.0,96.43,14,Rooftop,Rural,97.77
25.7,242.27,356.0,97.84,15,Ground,Urban,100.0
38.6,240.11,1500.0,85.48,16,Rooftop,Rural,85.68
34.8,244.9,1300.0,89.47,17,Rooftop,Urban,90.92
30.7,237.98,1120.0,93.78,18,Ground,Rural,92.73
27.5,238.63,1282.0,89.98,19,Rooftop,Urban,95.64
31.4,240.43,2025.9999999999998,87.83,20,Rooftop,Rural,82.26
29.5,238.42,1262.0,90.5,21,Ground,Rural,92.54
28.5,243.59,406.0,96.28,22,Ground,Urban,100.0
29.2,244.38,202.0,98.17,23,Ground,Urban,100.0
36.6,242.25,396.0,96.26,24,Rooftop,Rural,100.0
32.3,238.61,1534.0,92.27,1,Ground,Rural,85.31
28.0,241.99,934.0,90.32,2,Ground,Rural,98.33
31.6,234.73,3642.0,81.44,3,Ground,Rural,65.66
36.7,240.7,3306.0,77.26,4,Ground,Urban,67.56
34.0,239.9,1380.0,90.14,5,Ground,Urban,90.16
34.7,241.86,1336.0,93.04,6,Rooftop,Rural,90.82
37.5,244.59,232.0,98.51,7,Rooftop,Rural,100.0
39.3,241.44,958.0,93.97,8,Ground,Rural,92.17
28.2,238.33,254.0,97.39,9,Ground,Urban,100.0
30.5,242.61,828.0,95.11,10,Rooftop,Rural,98.57
33.2,231.66,1268.0,92.66,11,Rooftop,Rural,92.85
24.6,236.07,1162.0,92.42,12,Ground,Urban,100.0
36.7,231.68,548.0,94.06,13,Rooftop,Urban,92.94
31.4,242.03,1266.0,93.52,14,Ground,Urban,92.83
37.3,242.49,322.0,96.93,15,Rooftop,Rural,100.0
41.0,235.51,1840.0,89.08,16,Rooftop,Rural,83.89
25.7,243.32,324.0,98.08,17,Ground,Urban,100.0
39.1,245.62,390.0,96.59,18,Rooftop,Urban,95.75
33.9,242.99,2376.0,76.6,19,Ground,Urban,74.44
39.8,245.15,330.0,96.68,20,Rooftop,Rural,100.0
36.5,240.07,2140.0,84.75,21,Ground,Urban,80.43
38.7,241.04,666.0,95.99,22,Ground,Rural,96.13
33.0,245.52,300.0,98.1,23,Ground,Urban,100.0
37.7,232.86,3360.0,65.68,24,Rooftop,Rural,63.44
33.4,241.45,382.0,95.76,1,Ground,Urban,100.0
34.5,241.53,346.0,96.71,2,Ground,Urban,99.59
34.5,240.67,406.0,95.89,3,Rooftop,Rural,100.0
37.4,240.29,264.0,97.96,4,Ground,Rural,100.0
35.8,237.79,862.0,91.15,5,Rooftop,Urban,85.32
32.0,239.69,196.0,98.52,6,Ground,Urban,100.0
32.3,239.94,256.0,97.58,7,Rooftop,Urban,100.0
22.4,247.47,344.0,98.31,8,Rooftop,Urban,100.0
34.9,245.1,1384.0,87.16,9,Ground,Rural,87.25
29.2,242.76,1248.0,87.93,10,Rooftop,Rural,94.28
33.6,239.19,282.0,98.56,11,Rooftop,Rural,100.0
34.1,238.41,1616.0,86.56,12,Rooftop,Urban,87.22
36.5,242.26,1568.0,89.36,13,Ground,Rural,88.3
32.8,241.36,160.0,98.25,14,Ground,Urban,100.0
34.7,238.57,2564.0,77.74,15,Rooftop,Urban,76.74
39.7,241.84,1412.0,92.09,16,Ground,Rural,84.38
36.3,239.53,458.0,96.55,17,Ground,Urban,97.07
35.6,238.29,408.0,96.78,18,Rooftop,Urban,100.0
35.3,244.53,910.0,95.28,19,Ground,Urban,94.76
31.7,241.54,1776.0,85.86,20,Rooftop,Urban,86.42
16.5,238.11,200.0,98.56,21,Ground,Urban,100.0
38.6,246.04,342.0,97.17,22,Rooftop,Rural,98.9
35.1,244.17,256.0,98.02,23,Rooftop,Urban,100.0
35.0,239.46,122.0,99.2,24,Ground,Rural,100.0
28.1,241.2,256.0,98.42,1,Ground,Rural,100.0
40.8,238.51,2700.0,75.32,2,Ground,Rural,69.86
39.5,241.63,1372.0,87.89,3,Ground,Rural,86.69
31.3,244.74,426.0,97.24,4,Rooftop,Rural,100.0
36.7,244.58,464.0,97.23,5,Rooftop,Rural,100.0
35.2,240.05,2130.0,81.75,6,Ground,Rural,77.56
29.3,243.43,220.0,98.9,7,Ground,Rural,100.0
42.7,242.4,560.0,94.94,8,Ground,Rural,96.45
36.1,239.69,2900.0,71.07,9,Rooftop,Rural,66.41
42.4,237.28,2070.0,84.75,10,Rooftop,Rural,73.77
40.4,240.87,418.0,95.21,11,Ground,Rural,96.56
30.1,238.34,2696.0,80.92,12,Rooftop,Urban,76.7
28.6,240.97,3628.0,71.26,13,Ground,Rural,65.78
30.2,240.34,1070.0,92.3,14,Ground,Rural,99.36
42.7,240.04,2542.0,83.86,15,Rooftop,Rural,68.47
36.9,241.04,2392.0,83.27,16,Ground,Urban,79.9
31.5,244.02,240.0,97.5,17,Ground,Urban,100.0
28.8,234.94,4406.0,73.47,18,Rooftop,Rural,52.14
32.5,233.32,6066.0,52.8,19,Ground,Rural,25.07
33.2,239.3,698.0,94.75,20,Rooftop,Rural,100.0
32.0,244.68,498.0,96.32,21,Ground,Rural,100.0
26.0,236.96,1272.0,89.01,22,Ground,Urban,96.73
35.1,241.49,152.0,99.2,23,Rooftop,Rural,100.0
35.1,243.91,3978.0,79.08,24,Rooftop,Urban,56.91
38.2,237.26,1384.0,90.78,1,Ground,Rural,89.11
35.5,241.6,372.0,97.86,2,Rooftop,Urban,100.0
33.9,247.62,294.0,97.54,3,Rooftop,Rural,100.0
36.4,234.0,1630.0,86.26,4,Rooftop,Urban,80.78
31.7,244.08,242.0,98.64,5,Rooftop,Rural,100.0
36.7,243.27,116.0,98.62,6,Rooftop,Urban,100.0
33.7,237.43,1610.0,83.66,7,Rooftop,Rural,80.51
29.2,237.58,1472.0,89.95,8,Ground,Rural,90.11
40.1,238.27,220.0,97.96,9,Ground,Rural,99.41
33.0,238.14,1380.0,92.92,10,Rooftop,Urban,93.76
35.5,243.9,432.0,97.11,11,Ground,Rural,100.0
29.9,244.04,308.0,98.16,12,Rooftop,Urban,100.0
34.9,235.97,522.0,94.82,13,Rooftop,Urban,100.0
33.3,241.23,872.0,92.2,14,Rooftop,Rural,100.0
34.3,244.13,2478.0,83.26,15,Ground,Rural,76.22
35.7,243.13,300.0,97.25,16,Ground,Urban,100.0
26.0,236.12,258.0,98.25,17,Ground,Rural,100.0
34.6,240.65,2364.0,80.25,18,Rooftop,Urban,74.86
39.5,240.45,828.0,93.79,19,Ground,Urban,96.41
40.2,241.77,608.0,94.52,20,Rooftop,Rural,91.68
32.7,242.7,1408.0,85.59,21,Rooftop,Urban,85.67
39.8,240.28,204.0,97.75,22,Ground,Urban,100.0
37.9,239.26,1854.0,84.04,23,Ground,Urban,84.8
38.6,240.48,1394.0,92.31,24,Ground,Urban,90.43
41.7,240.69,386.0,97.0,1,Rooftop,Urban,96.26
36.4,246.53,3058.0,84.06,2,Ground,Urban,64.31
37.9,239.07,276.0,97.68,3,Ground,Urban,99.26
31.0,236.93,3448.0,69.1,4,Rooftop,Rural,61.24
32.2,239.59,1268.0,90.77,5,Rooftop,Rural,91.83
30.1,236.93,2674.0,83.32,6,Ground,Urban,76.15
43.8,230.9,6828.0,52.06,7,Rooftop,Rural,20.0
33.6,235.17,308.0,97.84,8,Ground,Urban,100.0
33.8,235.74,2632.0,74.65,9,Ground,Rural,74.8
32.1,242.1,1466.0,87.83,10,Rooftop,Urban,84.86
34.3,245.25,398.0,98.0,11,Ground,Rural,100.0
38.9,241.35,316.0,97.84,12,Ground,Urban,100.0
41.3,236.23,8540.0,43.28,13,Rooftop,Urban,20.0
27.7,237.62,1398.0,86.45,14,Ground,Rural,91.97
33.6,238.48,304.0,98.1,15,Rooftop,Rural,100.0
36.8,244.75,306.0,98.32,16,Ground,Rural,100.0
43.4,244.66,394.0,97.63,17,Rooftop,Urban,95.49
32.3,239.65,4476.0,68.66,18,Ground,Urban,51.02
33.6,246.66,316.0,96.74,19,Rooftop,Urban,100.0
30.6,243.22,232.0,98.32,20,Rooftop,Rural,100.0
44.6,227.48,1172.0,90.81,21,Rooftop,Urban,85.43
27.8,241.23,316.0,97.18,22,Rooftop,Urban,100.0
27.2,238.18,1424.0,86.09,23,Rooftop,Rural,94.73
42.3,237.15,2792.0,71.57,24,Rooftop,Rural,54.5
30.9,240.49,1536.0,89.9,1,Rooftop,Rural,89.88
37.0,240.99,198.0,98.62,2,Ground,Urban,99.26
33.1,244.32,302.0,97.39,3,Rooftop,Rural,100.0
39.7,242.07,1788.0,90.94,4,Ground,Rural,87.43
37.6,239.33,1232.0,92.8,5,Rooftop,Rural,91.34
44.0,240.95,1628.0,91.76,6,Rooftop,Urban,81.32
36.8,240.57,722.0,94.68,7,Rooftop,Urban,100.0
36.6,243.45,752.0,94.11,8,Rooftop,Urban,93.39
35.6,238.22,2846.0,76.61,9,Ground,Rural,70.17
36.4,234.05,6938.0,46.48,10,Rooftop,Urban,20.0
36.3,244.65,404.0,95.93,11,Rooftop,Urban,99.25
34.0,236.26,2320.0,86.29,12,Ground,Urban,80.55
49.1,241.38,894.0,92.3,13,Ground,Urban,86.66
38.9,238.01,1362.0,87.98,14,Rooftop,Urban,84.61
40.4,241.66,490.0,95.93,15,Rooftop,Urban,98.99
27.5,240.36,292.0,97.57,16,Ground,Urban,100.0
30.9,236.28,970.0,94.52,17,Ground,Rural,92.59
41.6,240.88,810.0,92.9,18,Rooftop,Rural,93.88
28.1,244.97,2400.0,87.43,19,Rooftop,Rural,78.54
35.4,237.93,1302.0,88.99,20,Rooftop,Urban,90.91
34.2,243.38,474.0,96.76,21,Rooftop,Urban,98.66
36.0,238.3,1456.0,85.27,22,Ground,Urban,87.34
30.3,236.31,3654.0,81.05,23,Ground,Urban,65.45
30.2,235.17,102.0,99.52,24,Ground,Rural,100.0
34.7,238.16,384.0,96.54,1,Rooftop,Urban,100.0
23.0,240.07,376.0,95.64,2,Ground,Rural,100.0
37.6,241.98,308.0,97.21,3,Ground,Urban,100.0
44.5,246.39,1340.0,89.57,4,Ground,Urban,90.8
27.4,236.17,2690.0,73.2,5,Ground,Urban,75.59
35.5,242.96,214.0,97.84,6,Ground,Urban,98.59
32.6,241.47,298.0,97.7,7,Ground,Rural,100.0
38.0,241.63,232.0,97.62,8,Ground,Urban,100.0
34.6,241.17,220.0,98.38,9,Rooftop,Urban,100.0
22.0,236.89,1898.0,84.85,10,Ground,Rural,93.75
29.6,242.33,600.0,93.7,11,Ground,Rural,100.0
35.3,240.71,2946.0,78.66,12,Ground,Rural,64.72
41.8,238.49,258.0,97.43,13,Rooftop,Urban,100.0
35.9,241.73,258.0,97.45,14,Ground,Urban,100.0
33.3,242.11,1728.0,84.87,15,Ground,Urban,82.56
30.5,238.8,2198.0,82.9,16,Ground,Rural,84.23
21.0,243.21,854.0,93.24,17,Rooftop,Rural,100.0
34.1,240.7,262.0,97.31,18,Ground,Rural,100.0
27.1,242.29,1470.0,91.22,19,Ground,Urban,95.41
35.2,238.42,1320.0,91.61,20,Rooftop,Rural,93.52
43.2,240.34,732.0,94.82,21,Ground,Rural,90.87
37.0,242.72,842.0,92.84,22,Rooftop,Rural,91.31
35.0,240.62,1488.0,86.39,23,Rooftop,Urban,87.96
31.7,242.62,252.0,97.25,24,Rooftop,Rural,100.0
30.1,240.67,312.0,97.03,1,Ground,Rural,100.0
44.1,244.58,488.0,94.2,2,Ground,Rural,92.23
23.5,239.58,652.0,94.84,3,Ground,Rural,100.0
38.9,237.35,2644.0,83.66,4,Ground,Urban,69.7
31.8,240.24,138.0,98.84,5,Ground,Urban,100.0
38.8,237.13,3910.0,71.13,6,Ground,Urban,51.04
47.9,230.84,1190.0,91.04,7,Ground,Urban,77.54
27.0,243.25,2426.0,84.6,8,Rooftop,Rural,83.17
34.1,240.47,286.0,97.54,9,Rooftop,Urban,100.0
44.1,241.74,1414.0,92.04,10,Rooftop,Rural,86.21
37.5,235.43,1350.0,87.24,11,Rooftop,Rural,84.75
36.2,243.57,902.0,91.81,12,Rooftop,Urban,90.31
31.5,242.84,304.0,97.45,13,Rooftop,Urban,100.0
33.2,243.0,278.0,97.0,14,Ground,Rural,100.0
20.8,239.93,1286.0,91.3,15,Rooftop,Rural,92.09
29.4,243.99,264.0,98.1,16,Ground,Rural,100.0
38.5,240.56,1186.0,93.93,17,Ground,Rural,88.08
31.0,236.73,1396.0,87.88,18,Ground,Rural,89.59
37.6,238.42,2005.9999999999998,89.46,19,Rooftop,Urban,81.78
35.2,241.68,422.0,95.99,20,Ground,Urban,100.0
26.1,241.3,442.0,97.34,21,Rooftop,Urban,100.0
36.8,242.22,344.0,98.06,22,Ground,Urban,100.0
27.2,244.61,230.0,98.02,23,Ground,Rural,100.0
30.6,240.42,962.0,92.43,24,Rooftop,Rural,100.0
36.7,241.61,222.0,97.52,1,Rooftop,Rural,100.0
34.6,236.67,2012.0,78.81,2,Rooftop,Urban,75.95
34.1,244.62,388.0,96.62,3,Ground,Rural,100.0
53.3,241.75,532.0,94.18,4,Ground,Rural,84.54
36.8,236.19,1452.0,89.55,5,Rooftop,Rural,87.57
